"id_kit","cod_programa","nom_programa","programa","cod_meta","nom_meta","meta","cod_subfin","nom_subfin","sub_finalidad","cod_producto","cod_actividad","cod_clasificador","nom_clasificador","clasificador","nivel","tipo_bien","tipo_calculo","cod_item_fam","nom_item_fam","item_fam"
704,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",122,"TRATAMIENTO AMBULATORIO DEPERSONAS CON TRASTORNOS AFECTIVOS (DEPRESION Y CONDUCTA SUICIDA) Y DE ANSIEDAD","122 TRATAMIENTO AMBULATORIO DEPERSONAS CON TRASTORNOS AFECTIVOS (DEPRESION Y CONDUCTA SUICIDA) Y DE ANSIEDAD",1437,"TRATAMIENTO AMBULATORIO DE PERSONAS CON DEPRESIÓN","5005190 TRATAMIENTO AMBULATORIO DE PERSONAS CON DEPRESIÓN","3000700","5005190","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080141","CONTRATACION DE PROFESIONAL QUIMICO FARMACEUTICO","080100080141 CONTRATACION DE PROFESIONAL QUIMICO FARMACEUTICO"
705,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",125,"TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO","125 TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO",805,"TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SÍNDROME O TRASTORNO PSICÓTICO EN HOSPITALES","5005196 TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SÍNDROME O TRASTORNO PSICÓTICO EN HOSPITALES","3000702","5005196","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080141","CONTRATACION DE PROFESIONAL QUIMICO FARMACEUTICO","080100080141 CONTRATACION DE PROFESIONAL QUIMICO FARMACEUTICO"
706,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",44,"BRINDAR ATENCION INTEGRAL A PERSONAS CON DIAGNOSTICO DE VIH QUE ACUDEN A LOS SERVICIOS","44 BRINDAR ATENCION INTEGRAL A PERSONAS CON DIAGNOSTICO DE VIH QUE ACUDEN A LOS SERVICIOS",222,"ADULTOS Y JÓVENES CON DIAGNÓSTICO DE VIH QUE RECIBEN ATENCIÓN INTEGRAL","4396902 ADULTOS Y JÓVENES CON DIAGNÓSTICO DE VIH QUE RECIBEN ATENCIÓN INTEGRAL","3043969","5000079","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080141","CONTRATACION DE PROFESIONAL QUIMICO FARMACEUTICO","080100080141 CONTRATACION DE PROFESIONAL QUIMICO FARMACEUTICO"
707,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",57,"DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRASMISIBLES","57 DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRASMISIBLES",676,"DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRANSMISIBLES","0043986 DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRANSMISIBLES","3000001","5004453","2.3. 2  5. 1  3","DE MOBILIARIO Y SIMILARES","2.3. 2  5. 1  3 DE MOBILIARIO Y SIMILARES","I","S",2,"941000010077","ALQUILER DE STAND, MESAS Y SILLAS","941000010077 ALQUILER DE STAND, MESAS Y SILLAS"
708,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",56,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES","56 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES",392,"EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","4398503 EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","3000001","5004452","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100010107","CONTRATACION DE PROFESIONAL ADMINISTRATIVO","080100010107 CONTRATACION DE PROFESIONAL ADMINISTRATIVO"
709,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",2,"080100010107","CONTRATACION DE PROFESIONAL ADMINISTRATIVO","080100010107 CONTRATACION DE PROFESIONAL ADMINISTRATIVO"
710,68,"REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES","0068 REDUCCION DE VULNERABILIDAD Y ATENCION DE EMERGENCIAS POR DESASTRES",90,"MONITOREO, SUPERVISION Y EVALUACION DE PRODUCTOS Y ACTIVIDADES EN GESTION DE RIESGO DE DESASTRES","90 MONITOREO, SUPERVISION Y EVALUACION DE PRODUCTOS Y ACTIVIDADES EN GESTION DE RIESGO DE DESASTRES",836,"MONITOREO,SUPERVICION Y EVALUACION DE PRODUCTOS Y ACTIVIDADES EN GESTION DE RIESGO DE DESASTRES","5004279 MONITOREO,SUPERVICION Y EVALUACION DE PRODUCTOS Y ACTIVIDADES EN GESTION DE RIESGO DE DESASTRES","3000001","5004279","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100010107","CONTRATACION DE PROFESIONAL ADMINISTRATIVO","080100010107 CONTRATACION DE PROFESIONAL ADMINISTRATIVO"
711,129,"PREVENCION Y MANEJO DE CONDICIONES SECUNDARIAS DE SALUD EN PERSONAS CON DISCAPACIDAD","0129 PREVENCION Y MANEJO DE CONDICIONES SECUNDARIAS DE SALUD EN PERSONAS CON DISCAPACIDAD",108,"DESARROLLO DE NORMAS Y GUIAS TECNICAS EN DISCAPACIDAD","108 DESARROLLO DE NORMAS Y GUIAS TECNICAS EN DISCAPACIDAD",1429,"IMPLEMENTACIÓN DE DOCUMENTOS TÉCNICOS NORMATIVOS","5005146 IMPLEMENTACIÓN DE DOCUMENTOS TÉCNICOS NORMATIVOS","3000001","5005144","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",2,"080100020096","CONTRATACION DE PROFESIONAL EN INGENIERIA DE SISTEMAS","080100020096 CONTRATACION DE PROFESIONAL EN INGENIERIA DE SISTEMAS"
712,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",56,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES","56 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES",392,"EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","4398503 EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","3000001","5004452","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080036","CONTRATACION DE PROFESIONAL EN GESTION DE SALUD","080100080036 CONTRATACION DE PROFESIONAL EN GESTION DE SALUD"
713,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",57,"DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRASMISIBLES","57 DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRASMISIBLES",676,"DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRANSMISIBLES","0043986 DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRANSMISIBLES","3000001","5004453","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080078","CONTRATACION DE PROFESIONAL MEDICO INTERNISTA","080100080078 CONTRATACION DE PROFESIONAL MEDICO INTERNISTA"
714,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",21,"ATENCION DEL PARTO COMPLICADO NO QUIRURGICO","21 ATENCION DEL PARTO COMPLICADO NO QUIRURGICO",126,"HEMORRAGIAS INTRAPARTO Y POSTPARTO","3329602 HEMORRAGIAS INTRAPARTO Y POSTPARTO","3033296","5000046","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080018","CONTRATACION DE PROFESIONAL EN OBSTETRICIA","080100080018 CONTRATACION DE PROFESIONAL EN OBSTETRICIA"
715,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",27,"PROMOCION DE PRACTICAS SALUDABLES PARA EL CUIDADO DE LA SALUD SEXUAL Y REPRODUCTIVA EN FAMILIAS","27 PROMOCION DE PRACTICAS SALUDABLES PARA EL CUIDADO DE LA SALUD SEXUAL Y REPRODUCTIVA EN FAMILIAS",1084,"AGENTES COMUNITARIOS DE SALUD CAPACITADOS REALIZAN ORIENTACIÓN A FAMILIAS DE GESTANTES Y PUERPERAS EN PRÁCTICAS SALUDABLES EN SALUD SEXUAL Y REPRODUCTIVA","3341202 AGENTES COMUNITARIOS DE SALUD CAPACITADOS REALIZAN ORIENTACIÓN A FAMILIAS DE GESTANTES Y PUERPERAS EN PRÁCTICAS SALUDABLES EN SALUD SEXUAL Y REPRODUCTIVA","3033412","5005984","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080018","CONTRATACION DE PROFESIONAL EN OBSTETRICIA","080100080018 CONTRATACION DE PROFESIONAL EN OBSTETRICIA"
716,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",27,"PROMOCION DE PRACTICAS SALUDABLES PARA EL CUIDADO DE LA SALUD SEXUAL Y REPRODUCTIVA EN FAMILIAS","27 PROMOCION DE PRACTICAS SALUDABLES PARA EL CUIDADO DE LA SALUD SEXUAL Y REPRODUCTIVA EN FAMILIAS",1086," FAMILIAS  DE ADOLESCENTES QUE RECIBEN SESIONES EDUCATIVAS Y DEMOSTRATIVA PARA PROMOVER PRÁCTICAS SALUDABLES EN SALUD SEXUAL INTEGRAL","3341203  FAMILIAS  DE ADOLESCENTES QUE RECIBEN SESIONES EDUCATIVAS Y DEMOSTRATIVA PARA PROMOVER PRÁCTICAS SALUDABLES EN SALUD SEXUAL INTEGRAL","3033412","5005984","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080018","CONTRATACION DE PROFESIONAL EN OBSTETRICIA","080100080018 CONTRATACION DE PROFESIONAL EN OBSTETRICIA"
717,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",56,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES","56 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES",392,"EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","4398503 EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","3000001","5004452","2.3. 2  1. 2 99","OTROS GASTOS","2.3. 2  1. 2 99 OTROS GASTOS","I","S",2,"901000050003","TRASLADO PERSONAL MOVILIDAD LOCAL -SERVICIO RURAL","901000050003 TRASLADO PERSONAL MOVILIDAD LOCAL -SERVICIO RURAL"
718,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",64,"BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE DIABETES MELLITUS","64 BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE DIABETES MELLITUS",1438,"MANEJO DEL SOBREPESO Y OBESIDAD","5001706 MANEJO DEL SOBREPESO Y OBESIDAD","3000017","5000115","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080141","CONTRATACION DE PROFESIONAL QUIMICO FARMACEUTICO","080100080141 CONTRATACION DE PROFESIONAL QUIMICO FARMACEUTICO"
719,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",17,"POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR","17 POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR",109,"CONDON FEMENINO","3329114 CONDON FEMENINO","3033291","5000042","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080018","CONTRATACION DE PROFESIONAL EN OBSTETRICIA","080100080018 CONTRATACION DE PROFESIONAL EN OBSTETRICIA"
720,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",138,"ATENCION IRA","138 ATENCION IRA",1821,"FARINGOAMIGDALITIS AGUDA ","3331102 FARINGOAMIGDALITIS AGUDA ","3000876","5000027","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080500050003","CONTRATACION DE TECNICO EN LABORATORIO","080500050003 CONTRATACION DE TECNICO EN LABORATORIO"
721,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",143,"NIÑOS CON CRED COMPLETO SEGUN EDAD","143 NIÑOS CON CRED COMPLETO SEGUN EDAD",1845,"NIÑOS MENORES DE 36 MESES CON TEST DE GRAHAM Y EXAMEN SERIADO","3325511 NIÑOS MENORES DE 36 MESES CON TEST DE GRAHAM Y EXAMEN SERIADO","3033255","5000018","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080500050003","CONTRATACION DE TECNICO EN LABORATORIO","080500050003 CONTRATACION DE TECNICO EN LABORATORIO"
722,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",57,"DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRASMISIBLES","57 DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRASMISIBLES",676,"DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRANSMISIBLES","0043986 DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRANSMISIBLES","3000001","5004453","2.3. 2  9. 1  1","LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","2.3. 2  9. 1  1 LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","I","S",2,"170100030353","SERVICIO DE DISEÑO GRAFICO VISUAL PARA MODULO VIRTUAL","170100030353 SERVICIO DE DISEÑO GRAFICO VISUAL PARA MODULO VIRTUAL"
723,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",209,"DIAGNOSTICO DE TUBERCULOSIS PULMONAR","4396401 DIAGNOSTICO DE TUBERCULOSIS PULMONAR","3000614","5004438","2.3. 2  7.11  6","SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","2.3. 2  7.11  6 SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","I","S",2,"502000050002","SERVICIO DE EMPASTE Y ENCUADERNACION","502000050002 SERVICIO DE EMPASTE Y ENCUADERNACION"
724,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",210,"DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","4396402 DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","3000614","5004438","2.3. 2  7.11  6","SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","2.3. 2  7.11  6 SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","I","S",2,"502000050002","SERVICIO DE EMPASTE Y ENCUADERNACION","502000050002 SERVICIO DE EMPASTE Y ENCUADERNACION"
725,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",122,"TRATAMIENTO AMBULATORIO DEPERSONAS CON TRASTORNOS AFECTIVOS (DEPRESION Y CONDUCTA SUICIDA) Y DE ANSIEDAD","122 TRATAMIENTO AMBULATORIO DEPERSONAS CON TRASTORNOS AFECTIVOS (DEPRESION Y CONDUCTA SUICIDA) Y DE ANSIEDAD",1437,"TRATAMIENTO AMBULATORIO DE PERSONAS CON DEPRESIÓN","5005190 TRATAMIENTO AMBULATORIO DE PERSONAS CON DEPRESIÓN","3000700","5005190","2.3. 2  2. 2  1","SERVICIO DE TELEFONIA MOVIL","2.3. 2  2. 2  1 SERVICIO DE TELEFONIA MOVIL","I","S",2,"870500010001","SERVICIO DE TELEFONÍA MÓVILES (CELULAR)","870500010001 SERVICIO DE TELEFONÍA MÓVILES (CELULAR)"
726,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",209,"DIAGNOSTICO DE TUBERCULOSIS PULMONAR","4396401 DIAGNOSTICO DE TUBERCULOSIS PULMONAR","3000614","5004438","2.3. 2  6. 4  1","GASTOS POR PRESTACIONES DE SALUD","2.3. 2  6. 4  1 GASTOS POR PRESTACIONES DE SALUD","I","S",2,"070500010093","SERVICIO DE PROCESAMIENTO DE MUESTRAS BIOLOGICAS","070500010093 SERVICIO DE PROCESAMIENTO DE MUESTRAS BIOLOGICAS"
727,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 2  5. 1 99","DE OTROS BIENES Y ACTIVOS","2.3. 2  5. 1 99 DE OTROS BIENES Y ACTIVOS","I","S",2,"942500010036","SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE PARA APLICACIONES","942500010036 SERVICIO DE SOPORTE Y MANTENIMIENTO DE LICENCIA DE SOFTWARE PARA APLICACIONES"
728,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",56,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES","56 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES",392,"EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","4398503 EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","3000001","5004452","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100100081","CONTRATACION DE PERSONAL PARA ENCUESTAS","080100100081 CONTRATACION DE PERSONAL PARA ENCUESTAS"
729,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",64,"BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE DIABETES MELLITUS","64 BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE DIABETES MELLITUS",388,"PACIENTE DIABÉTICO NO COMPLICADO CONTROLADO ","5001703 PACIENTE DIABÉTICO NO COMPLICADO CONTROLADO ","3000017","5000115","2.3. 2  8. 1  1","CONTRATO ADMINISTRATIVO DE SERVICIOS","2.3. 2  8. 1  1 CONTRATO ADMINISTRATIVO DE SERVICIOS","I","S",1,"080100080141","CONTRATACION DE PROFESIONAL QUIMICO FARMACEUTICO","080100080141 CONTRATACION DE PROFESIONAL QUIMICO FARMACEUTICO"
730,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",210,"DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","4396402 DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","3000614","5004438","2.3. 2  4. 7  1","DE MAQUINARIAS Y EQUIPOS","2.3. 2  4. 7  1 DE MAQUINARIAS Y EQUIPOS","I","S",2,"606500260482","SERVICIO DE CALIBRACIÓN DE EQUIPOS DE LABORATORIO","606500260482 SERVICIO DE CALIBRACIÓN DE EQUIPOS DE LABORATORIO"
731,1001,"PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO","1001 PRODUCTOS ESPECIFICOS PARA DESARROLLO INFANTIL TEMPRANO",142,"NIÑOS CON VACUNA COMPLETA","142 NIÑOS CON VACUNA COMPLETA",1835,"VACUNACION NIÑO = 1 AÑOS","3325402 VACUNACION NIÑO = 1 AÑOS","3033254","5000017","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",1,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
732,1,"PROGRAMA ARTICULADO NUTRICIONAL","0001 PROGRAMA ARTICULADO NUTRICIONAL",7,"FAMILIAS SALUDABLES CON CONOCIMIENTOS PARA EL CUIDADO INFANTIL, LACTANCIA MATERNA EXCLUSIVA Y LA ADECUADA ALIMENTACION Y PROTECCION DEL MENOR DE 36 ME","7 FAMILIAS SALUDABLES CON CONOCIMIENTOS PARA EL CUIDADO INFANTIL, LACTANCIA MATERNA EXCLUSIVA Y LA ADECUADA ALIMENTACION Y PROTECCION DEL MENOR DE 36 ME",1092,"FAMILIAS CON NIÑOS MENORES DE 24 MESES RECIBEN CONSEJERÍA A  TRAVÉS DE VISITA DOMICILIARIA","3325107 FAMILIAS CON NIÑOS MENORES DE 24 MESES RECIBEN CONSEJERÍA A  TRAVÉS DE VISITA DOMICILIARIA","3033251","5000014","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",1,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
733,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",17,"POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR","17 POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR",107,"COMPLICACIONES POR USO DE DIU","3329112 COMPLICACIONES POR USO DE DIU","3033291","5000042","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",1,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
734,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",17,"POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR","17 POBLACION ACCEDE A METODOS DE PLANIFICACION FAMILIAR",102,"METODOS DE BARRERA","3329107 METODOS DE BARRERA","3033291","5000042","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",1,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
735,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",133,"CAPACITACION A ACTORES SOCIALES QUE PROMUEVEN LA CONVIVENCIA SALUDABLE","133 CAPACITACION A ACTORES SOCIALES QUE PROMUEVEN LA CONVIVENCIA SALUDABLE",1072,"LIDERES ADOLESCENTES PROMUEVEN LA SALUD MENTAL EN SU COMUNIDAD","0070604 LIDERES ADOLESCENTES PROMUEVEN LA SALUD MENTAL EN SU COMUNIDAD","3000706","5006071","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",1,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
736,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",70,"BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE RETINOPATIA DIABETICA","70 BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE RETINOPATIA DIABETICA",1453,"CONTROL DE PERSONAS CON RETINOPATÍA DIABÉTICA (RD)","0086511 CONTROL DE PERSONAS CON RETINOPATÍA DIABÉTICA (RD)","3000865","5006231","2.3. 2  8. 1  4","AGUINALDOS DE C.A.S.","2.3. 2  8. 1  4 AGUINALDOS DE C.A.S.","I","S",2,"080600010001","AGUINALDOS DE C.A.S.","080600010001 AGUINALDOS DE C.A.S."
